coenti;damesano;plajustado;margem;pl;AjustesContabeis;AjustesEconomicos;NovoPla;CMR
04669;201211;90298935,49;0;90885180,88;-586245,390000001;0;0;0
05274;201211;86485225,46;0;87099632,14;-614406,680000007;0;0;0
05754;201211;72503780,49;0;72771018,38;-267237,890000001;0;0;0
05819;201211;31431225,1;0;31946490,09;-515264,989999998;0;0;0
05908;201211;107854284,59;0;112168769,42;-4314484,83;0;0;0
06785;201211;974719169,14;0;1115815836,58;-141096667,44;0;0;0
10014;201211;1971250,58;0;3972531,92;-2001281,34;0;0;0
11029;201211;6148107,27;0;6361144,38;-213037,11;0;0;0
11088;201211;2016512,21;0;2027561,5;-11049,29;0;0;0
21334;201211;98491876,12;0;105934396,12;-7442520;0;0;0
23566;201211;832734118,63;0;835873918,18;-3139799,54999995;0;0;0
26026;201211;54791608,3;0;305180158,62;-250388550,32;0;0;0
01147;201212;5945401,9;0;6073259,28;-127857,38;0;0;0
03727;201212;94103858;0;98630909;-4527051;0;0;0
04634;201212;7491440,14;0;7619397,82;-127957,680000001;0;0;0
05444;201212;1741398862,61;0;17830419270,84;-16089020408,23;0;0;0
06238;201212;1002775539,37;0;1545499391,2;-542723851,83;0;0;0
06360;201212;14682970,44;0;14682970,44;0;0;0;0
06378;201212;407727646,11;0;421330501,61;-13602855,5;0;0;0
06467;201212;91244267,55;0;94154159,61;-2909892,06;0;0;0
10014;201212;1990034,4;0;4035359,21;-2045324,81;0;0;0
10031;201212;26038862,13;0;26637430,77;-598568,640000001;0;0;0
10987;201212;17092606,29;0;21025555,29;-3932949;0;0;0
11029;201212;6143015,82;0;6343201,41;-200185,59;0;0;0
05118;202406;2040684719,96;0;7191888177,26;-5151203457,3;0;2040029699,97;198717344,59
05193;202406;125356785,11;0;321503082,56;-196146297,45;2398310,78;127755095,89;40728773,04
05941;202406;31924620,27;0;32026511,27;-101891;0;31924620,27;15000000
06190;202406;3279299036,75;0;5161604514,25;-1882305477,5;535144532,77;3805094170,77;2107973791,02
06602;202406;237891203,59;0;241502443,68;-3611240,09;30649678,06;268540881,65;85558740,12
06998;202406;29139886,02;0;33309073,11;-4169187,09;0;29139886,02;8100000
08141;202406;2057064779,11;0;2402092993,11;-345028214;276871454,77;2290960865,13;663507172,44
10448;202406;251252792,45;0;251533156,59;-280364,14;6972929,29;258225721,74;57798461,74
11134;202406;23438781,7;0;26138140,28;-2699358,58;1567172,73;21571663,95;13028568,5
21318;202406;49524857,7;0;49556070,11;-31212,41;722841,05;50247698,75;17588173,01
21491;202406;80573185,38;0;83331350,99;-2758165,61;434081,99;81007267,37;15681575,14
23540;202406;25120484,48;0;25843740,95;-723256,47;0;24364006,06;10800000
25429;202406;121650181,09;0;126446813;-4796631,91;-11435443,59;110214737,5;24311920,78
31623;202406;1577483579,32;0;4258454691,49;-2680971112,17;298071151,43;1821054536,59;980488463,17
01481;202407;461065969,56;0;498274354,26;-37208384,7;43593574,8;504659544,36;260921730,52
01627;202407;194564612,97;0;245536221,33;-50971608,36;0;194564612,97;15000000
01848;202407;11795539,52;0;29436878,24;-17641338,72;0;11795539,52;8100000
02534;202407;10106394,92;0;10106394,92;0;0;10106394,92;8100000
02577;202407;10598398,14;0;10638355,06;-39956,92;0;10598398,14;8100000
02879;202407;16138283,06;0;17593289,51;-1455006,45;0;13596579,16;8100000
02895;202407;77711630,71;0;83402897;-5691266,29;6639033,85;82816431,43;14585144,91
03328;202407;123434245,43;0;127904217,73;-4469972,3;14563511,63;137997757,06;42826534,54
03531;202407;21605948,53;0;22605506,45;-999557,92;5671176,97;27277125,5;13821288,46
04251;202407;365112039,6;0;511326466,29;-146214426,69;40311056,61;396640423,51;92843628,35
04421;202407;1728564556,29;0;7930641770,96;-6202077214,67;429792528,68;1926584849,14;496807661,92
05321;202407;2128160599,17401;0;3817496906,22;-1689336307,04599;679642473,61;2336130634,56004;893091024,960066
05436;202407;253421470,39;0;261122120,18;-7700649,79;46026287,91;289436683,19;75717803,9
05886;202407;2046975385,31;0;6424657445,41;-4377682060,1;1147342516,98;3010555927,27;2842389556,64
06033;202407;205638507,54;0;312185945,55;-106547438,01;46819269,69;252457777,23;195738502,61
10707;202407;14037465,61;0;39684701,57;-25647235,96;694065,46;10799002,22;2729512,53
11096;202407;1680411,75;0;1702782,52;-22370,77;20535,75;1693445,68;283321,23
21491;202407;80870523,22;0;83968005,41;-3097482,19;434081,99;81304605,21;17705920,04
30074;202407;286418060,7;0;286601475,08;-183414,38;33647348,53;320065409,24;175035596,35
33294;202407;349056143,94;0;349576393,91;-520249,97;32868859,52;381925003,46;197002526,11
36099;202407;506666155,11;0;514825332,37;-8159177,26;397204,07;507063359,18;72809975,38
01554;202408;11363200,11;0;11444993,25;-81793,14;0;11363200,11;8100000
01848;202408;10768165,82;0;28684727,1;-17916561,28;0;10768165,82;8100000
02062;202408;258764512,883931;0;259774210,26;-1009697,37606877;23180585,9844817;272268941,009771;38584080,3595415
02143;202408;213762957,21;0;353251555,83;-139488598,62;155584991,32;301254311,17;221406238,62
02267;202408;11206590,19;0;11226393,91;-19803,72;0;11206590,19;8100000
02968;202408;95680674,21;0;98491193,97;-2810519,76;9660345,55;105341019,76;38621348,16
04537;202408;8232367,6;0;8438260,63;-205893,03;0;8232367,6;8100000
04570;202408;3731702,01;0;3738195,01;-6493;0;3731702,01;3960000
05941;202408;31519970,41;0;31655825,08;-135854,67;0;31519970,41;15000000
06301;202408;173416995,05;0;179973539,47;-6556544,42;48433671,25;221850666,3;116744796,43
06467;202408;141236988,78;0;175409663,72;-34172674,94;21581447,03;162818435,81;101903168,73
06751;202408;233685885,18;0;332104239,66;-98418354,48;15418692,73;249104577,91;193678827,24
06921;202408;106767873,38;0;176199316,63;-69431443,25;42365970,74;144226372,25;82688587,71
10707;202408;13984461,48;0;39789748,39;-25805286,91;694065,46;10906997,17;2580456,66
17400;202408;779038304,14;0;819734419,34;-40696115,2;4857744,77;783896048,92;191738724,23
20826;202408;20534693,16;0;20697215,49;-162522,33;0;20534693,16;10800000
23540;202408;27771179,9;0;28383774,84;-612594,94;0;27026388,14;10800000
26026;202408;172328701,76;0;220960228,43;-48631526,67;1550322,05;99523537,6;16521533,14
31551;202408;141409676,15;0;148659342,07;-7249665,92;21157067,49;162566743,64;83267185,26
01805;202409;7511940,59;0;7556696,29;-44755,7;1019279,7;8531220,29;3960000
01848;202409;8899238,17;0;28013693,83;-19114455,66;0;8899238,17;8100000
02275;202409;7693466,76;0;7693466,76;0;0;7693466,76;3960000
02534;202409;10193949,48;0;10193949,48;0;0;10193949,48;8100000
02801;202409;26990724,52;0;27222525,24;-231800,72;58015,05;23383087,56;22558976,1
02895;202409;78898775;0;83900037,2;-5001262,2;6639033,85;84080585,83;14805173,79
03093;202409;0;0;0;0;0;0;0
04707;202409;4433822162,55;0;5862792678,12;-1428970515,57;494737325,44;4901291687,57;2907956907,88
04928;202409;142701715,92;0;142755752,96;-54037,04;16758428,63;159460144,55;92133574,86
04952;202409;299485512,53;0;280945008,9;18540503,63;37542568,18;337028080,71;232214444,45
05819;202409;67671709,64;0;68431228,18;-759518,54;8472312,27;76144021,91;40447176,49
05843;202409;330890683,14;0;384804497,54;-53913814,4;1288698,29;331312487,49;45547392,95
05908;202409;386688111,46;0;628119052,13;-241430940,67;42858929,29;429547040,75;172944781,51
06033;202409;195890162,02;0;306559234,81;-110669072,79;46819269,69;242709431,71;197170581,98
06173;202409;40554496,51;0;40849947,52;-295451,01;4539790,22;45094286,73;12513549,34
06831;202409;90727173,89;0;93102891,4;-2375717,51;1700215,81;92427389,7;58732828,97
06866;202409;5015555391,88;0;5631298037,29;-615742645,41;1490784807,17;6221837979,16;5128806786,18
06947;202409;345938088,21;0;2389316009,67;-2043377921,46;6049950,72;331377423,69;202077318,36
37729;202308;594041397,43;0;859245390,71;-265203993,28;27001666,11;621043063,54;339783678,08
01619;202309;38990365,61;0;38990365,61;0;0;38990365,61;8100000
02267;202309;9727412,93;0;9727412,93;0;62913,83;9790326,76;8100000
02275;202309;7517151,64;0;7517151,64;0;0;7517151,64;2583750,41
02933;202309;249791225,03;0;985628463,97;-735837238,94;36256384,11;286047609,14;104692840,09
02950;202309;70588056,82;0;107340558,22;-36752501,4;23737288,87;94325345,69;48510150,1
03182;202309;85548649,14;0;87157802,35;-1609153,21;46240217,69;115536830,69;91056602,24
03271;202309;17400673,72;0;17400673,72;0;0;17400673,72;8100000
04421;202309;1475629385,87;0;7883468624,1;-6407839238,23;360496267,24;1664360354,46;438141138,92
04634;202309;3543064,62;0;3543064,62;0;0;3543064,62;1940000
04952;202309;196536870,56;0;197690194,78;-1153324,22;28653363,09;225190233,65;141786860,38
11096;202309;1553457,36;0;1553457,36;0;45879,81;1540854,1;276779,54
17400;202309;775853181,6;0;818401411,39;-42548229,79;2405736,36;778258917,95;213350916,44
26026;202309;184763674,37;0;223943371,72;-39179697,35;2233346;112866030,22;13431240,62
28932;202309;22709705,96;0;25055301,5;-2345595,54;0;22634578,42;10800000
29319;202309;259703288,79;0;411535771,78;-151832482,99;45904609,9;288846121,93;83265237,54
36099;202309;517161055,91;0;530911244,8;-13750188,89;11241576,16;528402632,07;80935366,62
01091;202310;3627004,77;0;3665039,29;-38034,52;0;3627004,77;2380822,96
01571;202310;158936833,23;0;164482705,36;-5545872,13;20334899,4;179271732,63;98703406,75
02682;202310;82858676,79;0;83798278,73;-939601,94;9728184,0765033;92586860,8665033;28415941,7047981
02801;202310;22674699,28;0;23992870,46;-1318171,18;142446,48;18554716,06;16137841,52
04421;202310;1547819542,77;0;7935843621,38;-6388024078,61;360496267,24;1721186384,96;428472230,78
05274;202310;115755519,16;0;118851380,67;-3095861,51;13608006,47;129363525,63;60633487,51
05720;202310;1388067155,66;0;1497562981,12;-109495825,46;81211987,84;1450525597,11;431969527,38
04570;202410;4120421,32;0;4133407,32;-12986;0;4120421,32;3960000
04707;202410;4404595508,99;0;5834131439,7;-1429535930,71;494737325,44;4868986108,27;2913048117,14
04782;202410;35817989,62;0;61802215,04;-25984225,42;3503450,18;39321439,8;15255985,8
05355;202410;1020550231,63;0;1080028280,14;-59478048,51;254851374,55;1275401606,18;1076717715,73
05444;202410;801868628,85;0;11572531978,02;-10770663349,17;0;698630924,39;478595956,71
05690;202410;59322525,44;0;59588156,79;-265631,35;3037456,13;62359981,57;56421331,06
06211;202410;178644409,88;0;193252720,67;-14608310,79;87472185,81;252435256,23;169708350,34
10979;202410;7776164,05;0;7791104,33;-14940,28;244880,24;8021044,29;1062145,76
11134;202410;21360561,29;0;24093690,97;-2733129,68;1567172,73;19565767,57;12848437,63
31551;202410;143869300,45;0;151118966,37;-7249665,92;21157067,49;165026367,94;84179954,53
31623;202410;1708476381,73;0;4380978565,26;-2672502183,53;298071151,43;1952285084,8;1092663066
32875;202410;170574570,22;0;189007615,12;-18433044,9;38840462,76;204073006,29;95709817,33
01414;202411;192602591,51;0;201916238,02;-9313646,51;3304518,49;195901110;95187271,81
01589;202411;107003229,97;0;115106539,6;-8103309,63;29884810,51;136848040,48;65629894,21
02267;202411;9702944,09;0;9724371,09;-21427;0;9702944,09;8100000
03638;202411;4155092,71;0;4177069,05;-21976,34;0;4155092,71;2000000
05142;202411;698045846,88;0;2058144050,66;-1360098203,78;371205258,89;925428225,42;759943051,61
05355;202411;1041410085,12;0;1102372391,27;-60962306,15;254851374,55;1296261459,67;1075173154,41
05690;202411;61412365,9;0;61677813,6;-265447,7;3037456,13;64449822,03;58095171,45
05886;202411;2089289693,66;0;6573005447,3;-4483715753,64;1147342516,98;3057046539,39;2854119477,27
06351;202411;297356521,45;0;893433047,14;-596076525,69;234363251,64;420426475,22;349202376,31
08141;202411;4457103435,35;0;10937381257,3;-6480277821,95;682952411,08;4823737318,14;1042758020,37
34819;202411;396982212,83;0;437614902,61;-40632689,78;28171761,17;425153974;303997468,39
36099;202411;515745175,39;0;522500678,73;-6755503,34;397204,07;516142379,46;75116026,26
37729;202411;701736285,46;0;946021131,36;-244284845,9;294789,95;702031075,41;357838129,32
01091;202412;12294231,59;0;12294231,59;0;0;12294231,59;11722869,47
01589;202412;104303150,98;0;112813036,28;-8509885,3;46075625,85;135107116,1;66039891,52
01848;202412;13421758,02;0;34467440,31;-21045682,29;0;13421758,02;8100000
02879;202412;16921625,32;0;18136342,16;-1214716,84;0;14284154,78;8100000
03948;202412;3622215,42;0;3622215,42;0;0;3622215,42;1800000
04421;202412;0;0;0;0;0;0;0
05436;202412;258566205,71;0;271673741,59;-13107535,88;46858619,72;294900382,47;76343710
06157;202412;49605704,36;0;69365693,53;-19759989,17;0;49605704,36;15000000
10898;202412;52773444,27;0;58409661,69;-5636217,42;641611,34;52441955,08;9451972,28
11096;202412;2177371,04;0;2177371,04;0;919996,41;2918344,98;1481947,87
11134;202412;14742863,24;0;18741368,74;-3998505,5;6486289,12;18498391,72;17988394,71
17400;202412;694318162,5;0;756689189,89;-62371027,39;13519838,88;707838001,38;193082212,45
20826;202412;20687195,07;0;20813039,17;-125844,1;0;20687195,07;10800000
26026;202412;152159677,4;0;207777227,69;-55617550,29;1996845,57;79801036,76;19705252,66
36099;202412;493968825,34;0;504234795,35;-10265970,01;3856402,09;497825227,43;73634085,48
01589;202501;78983588,85;0;87994090,69;-9010501,84;46075625,85;109933988,71;66485012,84
02321;202501;8974359,24;0;9002879,71;-28520,47;0;8974359,24;2900000
03069;202501;307533824,66;0;413653000,26;-106119175,6;112731206,89;375263421,69;193513134,38
03476;202501;607396689,28;0;1845424425,9;-1238027736,62;251939501,55;770613021,6;336663821,01
03786;202501;4457752,43;0;4457752,43;0;154763,16;4612515,59;3960000
04031;202501;225848343,34;0;241203022,31;-15354678,97;38890237,0839413;252165116,908768;59497547,1575353
04570;202501;5722054,1;0;5735040,1;-12986;0;5722054,1;3960000
04782;202501;33023095,52;0;59990889,92;-26967794,4;3328218,91;36351314,43;14907452,14
06947;202602;428015322,17;0;3294326766,25;-2866311444,08;15174424,35;416887141,78;214498605,38
09938;202602;386266219,75;0;389477348,3;-3211128,55;124937085,71;452505996,24;152131322,76
23566;202602;422892792,03;0;666913592,78;-244020800,75;43687176,26;466579968,3;142755705,81
37729;202602;807983625,2;0;1036198122,69;-228214497,49;83535065,67;891518690,87;395500027,86
38253;202602;159688578,22;0;159808049,48;-119471,26;30855699,86;190544278,08;94229227,19
38741;202602;218856971,08;0;218980582,9;-123611,82;0;218856971,08;60000000
38873;202602;433346142,02;0;433642630,74;-296488,72;0;433346142,02;60000000
01511;202603;4973772,01;0;4973772,01;0;0;4973772,01;3960000
01937;202603;98942505,78;0;98944107,16;-1601,38;4575682,45;103518188,23;33780815,94
02801;202603;13664107,02;0;14243969,45;-579862,43;1029026,61;8559501,47;8100000
02852;202603;331082739,8;0;619285884,63;-288203144,83;149825088,84;452217297,69;279381198,71
03654;202603;383607581,1;0;393719892,46;-10112311,36;161663761,47;537480797,91;330934028,3
03727;202603;8941029,71;0;8943938,52;-2908,81;0;8941029,71;8100000
04031;202603;380495803,359999;0;430506825,309999;-50011021,95;39299000,87;413885963,374999;71478631,79
04481;202603;15377276,06;0;15889026,07;-511750,01;9238961,95;21332158,04;11909763,96
05045;202603;78733584,4;0;253377531,7;-174643947,3;0;73193532,9;9374455,45
05843;202603;282128033,49;0;336796299,45;-54668265,96;13605474,16;292167387,41;30504652,92
05908;202603;476273301,28;0;711793508,08;-235520206,8;26351542,66;502624843,94;291701371,75
06157;202603;53019399,93;0;63422897,9;-10403497,97;0;53019399,93;15000000
06173;202603;29354857,96;0;34159182,94;-4804324,98;0;28445151,26;8100000
06793;202603;88663805,82;0;88828656,08;-164850,26;14229374,81;102893180,63;74497356,41
06947;202603;437701083,66;0;3361100697,4;-2923399613,74;15174424,35;426661957,67;218773947,29
08737;202603;615639129,46;0;848117924,54;-232478795,08;48419143;664058272,46;131158306
29319;202603;149580297,66;0;290952586,38;-141372288,72;29653920,28;176419135,06;76682392,55
37052;202603;673982871,66;0;674926453,18;-943581,52;6999539,36558304;680982411,025583;76540404,74
37753;202603;99482285,84;0;105526304,58;-6044018,74;0;99482285,84;60000000
01121;202604;63618508,72;0;63618508,72;0;0;63618508,72;8100000
01261;202604;304150744,27;0;305618699,19;-1467954,92;118812226,17;404086514,02;199871539,49
01741;202604;303083058,78;0;336923318,88;-33840260,1;33645482,74;327244202,23;69031838,42
01970;202604;159160607,69;0;165329723,14;-6169115,45;10562119,48;168093303,19;25674933,02
02020;202604;122133388,32;0;122884497,81;-751109,49;7432992;129566380,32;30833586,23
02305;202604;40166900,05;0;42328562,86;-2161662,81;-6070281,2385713;34096618,8114287;15000000
02551;202604;1920638,2;0;1937147,07;-16508,87;0;1920638,2;1500000
02798;202604;258199969,55;0;286516029,25;-28316059,7;94570244,4;352770213,95;308151120,12
03182;202604;0;0;0;0;0;0;0
03263;202604;36105721,38;0;39291873,53;-3186152,15;13039911,9;49145633,28;43835120,64
03603;202604;17921727,25;0;18921900,66;-1000173,41;0;17921727,25;8100000
03671;202604;44105147,39;0;48676580,85;-4571433,46;2280271,52;46385418,91;31369574,75
03727;202604;8926728,33;0;8975264,83;-48536,5;0;8926728,33;8100000
04120;202604;7394317,8;0;7486219,77;-91901,97;0;7394317,8;6826317,43
04634;202604;3305499,19;0;3325627,57;-20128,38;0;3305499,19;1940000
05665;202604;481227954,8;0;676025826,24;-194797871,44;10132400,3;491145416,6;171362418,64
05690;202604;91248671,5;0;91504918,41;-256246,91;-1399886,64;89846784,86;85540560,8
05819;202604;111456014,61;0;112663878,64;-1207864,03;439943,79;111895958,4;66781800,85
06513;202604;868380085,30798;0;2134905092,998;-1266525007,69002;90695641,2960807;959075726,604061;401351165,193198
06831;202604;79679689,4;0;84354320,78;-4674631,38;1781015,96;81460705,36;58337766,66
11088;202604;35104611,9;0;35592707,41;-488095,51;3883837,11;38988449,01;14590684,02
22683;202604;22980546,16;0;23545799,71;-565253,55;0;22980546,16;10800000
25429;202604;91401718,27;0;95691943,07;-4290224,8;2063526,14;92512701,84;25410494,93
28878;202604;212017852,25;0;275437998,49;-63420146,24;-25429347,41;186588504,84;58078253,69
02968;202403;84815657,25;0;88086726,23;-3271068,98;18335190,82;101608206,23;38714733,97
03263;202403;31752774,09;0;32458114,3;-705340,21;940565,15;32693339,24;19463005,78
03654;202403;280088346,48;0;287495677,89;-7407331,41;158261874,02;415029507,47;289099833,73
03671;202403;38483205,26;0;39465195,81;-981990,55;8725099,58;47208304,84;21258870,34
03727;202403;8600585,78;0;8611251,87;-10666,09;0;8600585,78;8100000
03786;202403;4378838,64;0;4378838,64;0;51200,19;4429581,8;1796000
04481;202403;10229435,68;0;10300935,69;-71500,01;5983205,96;14819017,01;9177262,65
05096;202403;4246435792,48668;0;4808426133,96;-561990341,47332;1110601842,50198;5351839375,69866;2685867894,7112
05274;202403;231421953,36;0;233839049,32;-2417095,96;13367457,31;244789410,67;61586270,21
06017;202403;11676327,24;0;15112104,64;-3435777,4;-473565,04;11202762,2;8100000
06238;202403;1377151563,27;0;2844887988,12;-1467736424,85;391607030,63;1757657207,18;1103982756,08
06513;202403;841618421,75;0;2151331081,33;-1309712659,58;58252616,24;899871037,99;340573766
06564;202403;300622301,95;0;357774188,49;-57151886,54;139296333,76444;386839899;184271383,02
10987;202403;99344632,96;0;99346557,97;-1925,01;40360628,45;115094835,5;43466304,49
22683;202403;26121824,57;0;26121824,57;0;0;26121824,57;10800000
34819;202403;358830728,04;0;403586516,7;-44755788,66;23478613,234;382309341,274;267987959,11
38873;202403;349656226,24;0;349843036,65;-186810,41;0;349656226,24;60000000
01121;202404;56512741,22;0;56512741,22;0;0;56512741,22;15000000
01937;202404;103998294,46;0;103998295,46;-1;3222359;107220653,46;27938589,16
01970;202404;126280212,37;0;132091288,13;-5811075,76;6881910,64;132218224,03;22359456,07
02798;202404;256625193,38;0;276320109,89;-19694916,51;51703750,41;308328943,79;224105897,55
03387;202404;5420063,15;0;5652610,52;-232547,37;0;5420063,15;3960000
04383;202404;27438100,75;0;29525239,42;-2087138,67;0;27438100,75;8100000
04952;202404;261870043,87;0;242901022,16;18969021,71;30859117,88;292729161,75;187267909,62
02682;202502;67405908,34;0;67920355,75;-514447,41;40359472,5126452;100425288,869072;66038761,0581433
02801;202502;34019391,91;0;34471105,87;-451713,96;62646,22;31757466,95;31119441,48
03140;202502;61279808,56;0;61602615,78;-322807,22;386414,89;60145780,85;10151134,71
04600;202502;21866099,26;0;21932491,98;-66392,72;0;21866099,26;8100000
05665;202502;385410792,14;0;604572616,89;-219161824,75;8659693,54;390992684,11;179785831,55
05908;202502;469878909,95;0;678006841,49;-208127931,54;27659497,52;497538407,47;238669296,13
06238;202502;1293581072,71;0;2908424693,62;-1614843620,91;378754135,28;1660939188,27;1070502245,35
06831;202502;96312853,12;0;99361649,4;-3048796,28;1552923,33;97865776,45;58074540,55
10120;202502;119951351,97;0;133641889,35;-13690537,38;185448,78;118757801,49;12019170,49
21334;202502;150818439,58;0;238600987,62;-87782548,04;-37561292,67;113257146,91;59051415,88
22683;202502;24134436,12;0;24835026,86;-700590,74;0;24134436,12;10800000
24872;202502;144147830,55;0;318788986,81;-174641156,26;18643008,73;162790839,28;61702764,72
26026;202502;163301010,83;0;216131895,11;-52830884,28;1996845,57;90942370,19;17046239,27
29319;202502;352435675,86;0;502792588,25;-150356912,39;28427114,04;377090720,39;70442984,35
37753;202502;95767242,75;0;97649237,04;-1881994,29;0;96038686,14;60000000
38741;202502;179912945,98;0;179981514,58;-68568,6;0;179912945,98;60000000
01261;202503;247144682,76;0;247144682,76;0;108976045,34;347428356,01;200567346,39
01490;202503;213602883,94;0;221151826,36;-7548942,42;12369836,85;225972720,79;137268528,62
01619;202503;6956766,44;0;348746442,43;-341789675,99;0;6956766,44;8100000
01937;202503;99659258,66;0;99659259,66;-1;6080418,13;105739676,79;33749897,87
02305;202503;39054044,99;0;41536731,22;-2482686,23;-8001773,60706371;31052271,3829363;15000000
02542;202503;60591886,49;0;64733021,88;-4141135,39;236150,350083781;60828036,8400838;25272165,25
02682;202503;64935125,95;0;64973968,52;-38842,57;40359472,5126452;97835555,845158;65800859,790316
02801;202503;36613485,32;0;36996702,11;-383216,79;62646,22;34216089,07;30140284,78
04669;202503;885257677,38;0;1024671646,5;-139413969,12;69502433,31;954760110,69;423786695,74
04928;202503;143352566,84;0;143414014,67;-61447,83;7194437,6;150547004,44;95817076,12
05096;202503;3022522385,07146;0;4432813585,60001;-1410291200,52854;1174911793,42;3873841420,48;2756225183,40972
05274;202503;198836977,58;0;213531726,12;-14694748,54;2104020,13;200940997,71;65024859,06
05631;202503;1979935316,44;0;2986023915,73;-1006088599,29;121734594,23;2101669910,67;655467800,44
05665;202503;399724473,28;0;613184774;-213460300,72;8659693,54;405312805,27;178684041,79
06173;202503;40982191,65;0;41974702,88;-992511,23;1386477,40654729;42368669,0565473;10127178,19
06211;202503;171284993,01;0;186696019,6;-15411026,59;104902260,59;238475622,84;151964448,28
06564;202503;335707925,34;0;386077452,26;-50369526,92;181566749,16;415838441,9;193266292,8
03654;202305;269256340,79;0;275836374,17;-6580033,38;161319464,99;384501512,2;239477971
04031;202305;197231280,21;0;198984045;-1752764,79;1929294,98;199160575,19;27401807,65
04782;202305;47990190,49;0;65623867,39;-17633676,9;4757578,74;52747769,23;15732713,8
05118;202305;2069643627,65;0;6674189852,27;-4604546224,62;0;2068988607,66;195773974,73
05355;202305;1062700554,19;0;1140084776,34;-77384222,15;82363232,39;1145063786,58;1032974835,53
05495;202305;836638829,22;0;2390064906,47;-1553426077,25;349290945,01;1041332297,58;584838481,01
06301;202305;145924543,64;0;158449783;-12525239,36;45314050,04;191238593,68;115198639,17
10898;202305;46499250,41;0;52400359,2;-5901108,79;827331,96;45966175,2;8067381,97
21334;202305;150529519,78;0;250759744,01;-100230224,23;-25021031,02;125508488,76;91867441,35
30074;202305;265442680,56;0;265442680,56;0;44997606,76;310440287,32;192730735,26
38270;202305;376680419,94;0;379179829,66;-2499409,72;39179387,07;415859807,01;107732403,71
01414;202306;181567409,81;0;188178047,34;-6610637,53;0;181567409,81;82922621,82
02062;202306;241007309,63;0;241330235,98;-322926,35;103952508,629106;319457807,828522;165430061,317043
02071;202306;12411854,5;0;30302970,18;-17891115,68;4069707,68716197;16481562,187162;12169707,687162
02267;202306;9685389,21;0;9685389,21;0;62913,83;9748303,04;8100000
02771;202306;9697182,23;0;9709637,04;-12454,81;255817,47;9952999,7;5282543
02895;202306;72426095,29;0;80803897,29;-8377802;4564307,3;76831166;12585916,3
03786;202306;2515240,27;0;2515240,27;0;5773,34;2521013,61;1796000
04707;202306;5247743425,81;0;6440964508,88;-1193221083,07;1453651865,01;6688817156,92;3198855425,95
05355;202306;1116110752,57;0;1184530045,04;-68419292,47;204888139,74;1320998892,31;1035091100,65
06220;202306;568471661,09;0;771677545,98;-203205884,89;150801445,25;701768885,11;380849211,47
06513;202306;1052505321,4135;0;2332705091,7;-1280199770,2865;83136974,5276558;1135642295,94116;383051470,89
06572;202306;1117417440,61;0;1489165633,62;-371748193,01;228774261,98;1346191702,59;953899907,69
10031;202306;31196064,88;0;32244602,45;-1048537,57;1031345,52;27924785,19;5272315,91
10987;202306;88912228,16;0;88914010,31;-1782,15;37928797,3;103389344,81;40859642,75
31551;202306;120728268,82;0;133581671,42;-12853402,6;13887530,42;134615799,24;81265108,62
32875;202306;164381641,99;0;167842141,06;-3460499,07;31493849,32;197733447,87;105657984,06
01091;202307;3622902,4;0;3662727,29;-39824,89;0;3622902,4;2000000
02101;202307;489479145,67;0;873061708,33;-383582562,66;192321722,16;553307982,9;285987350,37
02771;202307;10106415,07;0;10117737,62;-11322,55;255817,47;10362232,54;5502694,74
02933;202307;240484078,18;0;982741406,68;-742257328,5;36256384,11;275363032,48;93872673,01
03271;202307;17173102,67;0;17173102,67;0;0;17173102,67;8100000
04359;202307;54382597,32;0;54929466,8;-546869,48;13847823,91;67923533,63;27081872,6
04782;202307;54662814,08;0;73401190,96;-18738376,88;4619161,55;59281975,63;14648642,02
05177;202307;1611134891,4;0;4716122304,93;-3104987413,53;214029250,92;1819769256,98;1331526479,82
05495;202307;925202858,71;0;2443341368,23;-1518138509,52;289843634,41;1132511869,24;592311458,66
06033;202307;228427557,65;0;336091328,39;-107663770,74;34417846,85;262845404,5;197781953,13
06602;202307;227431764,3;0;240306731,86;-12874967,56;21751754,95;249183519,25;98196650,23
06785;202307;1756099513,49;0;2499631858,64;-743532345,15;1416423503,03;2385054466,42;1703402930,86
03182;202102;110222837,62;0;112108138,5;-1885300,88;2927900,80561188;113150738,425612;101392358,136625
03298;202102;113579211,72;0;165466643,45;-51887431,73;6022664,21000001;119601875,93;76624180,09
03794;202102;22376050,55;0;22607478,56;-231428,009999998;0;22376050,55;15000000
04952;202102;73584349,27;0;73847056,8;-262707,530000001;5877699,12;79462048,39;48577485,82
05185;202102;1097544679,92;0;1208371397,85;-110826717,93;21992099,0799999;1119536779;715536109,97
05274;202102;108186659,71;0;110416023,23;-2229363,52000001;2748097,30000001;110934757,01;29576662,95
06211;202102;178135773,56;0;194368147,06;-16232373,5;4177094,56999999;182312868,13;97791232,43
06467;202102;159718968,98;0;161120195,9;-1401226,92000002;522247;160241215,98;79314846
06688;202102;124718076,72;0;124736916,18;-18839,4600000083;0;124718076,72;15000000
06831;202102;85859253,36;0;87213695,22;-1354441,86;467609,180000007;86326862,54;50004464,15
06866;202102;7051422307,88;0;7220618317,63;-169196009,75;3825394058,53;10876816366,41;4761689143,99
11088;202102;1622883,96;0;2726291,17;-1103407,21;966,520000000019;1623850,48;183515,57
22683;202102;28824327,1;0;28829264,13;-4937,02999999747;0;28824327,1;10800000
